1,894,1418,1492
10,3135,3274,3355
20,4382,4773,5403
30,4960,5652,6846
40,5253,6481,7230
50,6321,7421,7969
60,7446,8142,8826
70,7715,8516,9016
80,8542,8932,9431
90,8936,9316,9731
100,9355,9595,9809
110,9532,9820,9962
120,9768,9941,10057
130,9068,9978,10067
140,10019,10050,10065
150,10017,10057,10062
160,10051,10054,10056
170,10044,10050,10052
180,10016,10043,10047
190,10037,10039,10042
200,10029,10034,10037
210,10028,10030,10032
220,10024,10025,10027
230,10019,10020,10022
240,10011,10015,10018
250,10007,10009,10011
260,9995,10004,10006
270,9988,9998,10002
280,9982,9995,9999
290,9986,9990,9994
300,9979,9985,9989
310,9977,9981,9984
320,9972,9975,9978
330,9954,9969,9974
340,9959,9966,9970
350,9946,9961,9966
360,9952,9956,9960
370,9946,9952,9957
380,9934,9946,9952
390,9919,9939,9944
400,9921,9935,9939
410,9924,9931,9936
420,9914,9926,9932
430,9890,9918,9925
440,9911,9916,9920
450,9907,9911,9915
460,9893,9906,9911
470,9884,9900,9906
480,9884,9895,9902
490,9858,9888,9895
500,9881,9886,9892
510,9873,9880,9887
520,9858,9873,9882
530,9842,9868,9876
540,9849,9862,9869
550,9849,9857,9863
560,9834,9850,9860
570,9803,9841,9852
580,9817,9837,9847
590,9792,9831,9842
600,9801,9822,9830
610,9773,9814,9824
620,9795,9812,9822
630,9778,9799,9813
640,9772,9789,9799
650,9685,9776,9798
660,9762,9776,9792
670,9674,9761,9786
680,9708,9755,9770
690,9734,9750,9760
700,9717,9741,9750
710,9699,9734,9742
720,9642,9717,9738
730,9699,9719,9734
740,9684,9711,9725
750,9625,9700,9714
760,9605,9689,9712
770,9688,9695,9705
780,9688,9693,9701
790,9674,9686,9698
800,9674,9684,9693
810,9607,9677,9691
820,9672,9680,9693
830,9660,9677,9688
840,9607,9667,9681
850,9623,9669,9687
860,9609,9663,9681
870,9646,9665,9677
880,9610,9657,9672
890,9568,9654,9669
900,9625,9655,9669
910,9602,9652,9672
920,9557,9642,9658
930,9586,9643,9658
940,9632,9644,9655
950,9622,9636,9649
960,9627,9638,9644
970,9625,9636,9647
980,9503,9625,9640
990,9615,9629,9641
1000,9606,9628,9637
