1,12,135,396
10,7460,8059,8504
20,7686,8069,8410
30,7308,7946,8283
40,7466,7988,8346
50,7453,8014,8330
60,7093,7806,8272
70,7225,7836,8145
80,6758,7682,8198
90,6979,7699,8120
100,6991,7738,8080
110,7387,7844,8217
120,6822,7733,8085
130,7099,7752,8110
140,7045,7795,8062
150,7376,7799,8060
160,7208,7779,8051
170,7419,7809,8080
180,7077,7721,8088
190,7329,7770,8021
200,6857,7611,8003
210,6869,7614,8130
220,6861,7630,7989
230,6925,7574,8034
240,6715,7572,8023
250,7333,7773,8007
260,7134,7657,8086
270,7235,7777,8112
280,7371,7759,7992
290,7111,7711,8079
300,7251,7762,8065
310,6621,7648,8018
320,6941,7603,8020
330,6900,7602,7892
340,7035,7638,7960
350,7042,7610,8075
360,6907,7594,7966
370,6980,7686,8044
380,7013,7677,8002
390,7253,7678,7933
400,7104,7635,8080
410,7412,7647,7949
420,7209,7654,7992
430,7159,7584,7790
440,6885,7436,7853
450,7034,7596,7974
460,6759,7506,7795
470,6815,7456,7979
480,7221,7534,7850
490,6949,7509,7827
500,6829,7445,7822
510,6982,7497,7829
520,7033,7564,7901
530,6753,7461,7887
540,6994,7514,7891
550,7080,7545,7856
560,6938,7458,7742
570,6863,7436,7799
580,6861,7444,7814
590,6834,7588,7897
600,6779,7426,7735
610,6619,7483,7761
620,7039,7455,7783
630,6785,7426,7662
640,7011,7469,7881
650,6613,7427,7851
660,6722,7163,7669
670,6740,7341,7761
680,6717,7294,7635
690,6708,7321,7608
700,6912,7449,7798
710,7044,7445,7678
720,6855,7412,7751
730,6561,7141,7695
740,6667,7226,7721
750,6726,7181,7597
760,6692,7326,7671
770,6695,7160,7623
780,6519,6916,7498
790,6513,6800,7416
800,6480,7156,7571
810,6588,7049,7585
820,6719,7193,7591
830,6791,7141,7532
840,6434,6811,7504
850,6657,7211,7576
860,6468,6836,7387
870,6532,6832,7430
880,6442,6874,7464
890,6261,6782,7431
900,6367,6702,7322
910,6498,6719,7179
920,6412,6739,7305
930,6316,6553,6965
940,6458,6673,6846
950,6378,6542,6804
960,6446,6675,7134
970,6529,6800,7288
980,6398,6749,7198
990,6423,6583,6883
1000,6365,6588,6788
