1,859,1074,1097
10,6541,6584,6669
20,7377,7607,7934
30,7574,8064,8321
40,7785,8022,8285
50,7589,7971,8391
60,7809,7954,8066
70,7563,7754,7963
80,7348,7617,7783
90,7363,7522,7675
100,7283,7423,7575
110,7218,7412,7516
120,7162,7395,7499
130,7179,7388,7521
140,7165,7385,7513
150,7218,7394,7480
160,7226,7390,7477
170,7270,7401,7489
180,7255,7387,7454
190,7127,7378,7463
200,7284,7386,7459
210,7279,7391,7429
220,7226,7370,7404
230,7334,7401,7452
240,7250,7370,7407
250,7281,7356,7386
260,6934,7327,7402
270,7256,7324,7365
280,7058,7324,7385
290,7246,7317,7373
300,6894,7276,7356
310,7252,7289,7331
320,7257,7293,7334
330,7248,7287,7346
340,7156,7267,7314
350,7145,7281,7334
360,7261,7294,7329
370,7237,7294,7331
380,7065,7262,7311
390,7230,7270,7302
400,7188,7240,7282
410,7104,7232,7274
420,7193,7234,7277
430,7191,7237,7279
440,7128,7224,7280
450,7159,7211,7251
460,7022,7213,7292
470,7017,7204,7272
480,7108,7192,7271
490,7124,7193,7237
500,7126,7185,7206
510,7108,7172,7207
520,7123,7165,7218
530,7014,7133,7208
540,7061,7125,7162
550,7041,7088,7136
560,7037,7071,7123
570,6978,7033,7089
580,6985,7026,7069
590,6826,6972,7024
600,6769,6951,6996
610,6867,6945,6975
620,6900,6946,6990
630,6875,6913,7014
640,6831,6909,6935
650,6847,6888,6916
660,6820,6879,6928
670,6830,6887,6928
680,6860,6902,6942
690,6746,6838,6875
700,6765,6836,6885
710,6722,6818,6859
720,6728,6808,6869
730,6747,6826,6862
740,6750,6808,6855
750,6632,6792,6833
760,6682,6757,6847
770,6722,6761,6834
780,6712,6766,6814
790,6648,6753,6801
800,6687,6767,6813
810,6733,6783,6826
820,6684,6773,6819
830,6637,6754,6814
840,6570,6729,6812
850,6489,6688,6761
860,6488,6680,6741
870,6436,6667,6761
880,6139,6634,6746
890,6430,6682,6760
900,6655,6694,6726
910,6419,6638,6718
920,6485,6611,6709
930,6486,6658,6750
940,6526,6659,6710
950,6453,6622,6685
960,6368,6592,6697
970,6349,6599,6674
980,6301,6560,6665
990,6342,6575,6665
1000,6382,6559,6660
