1,784,1065,1095
10,6374,6695,6765
20,7026,7045,7076
30,7023,7077,7113
40,7049,7082,7133
50,7037,7082,7125
60,7073,7117,7173
70,7099,7135,7192
80,7149,7174,7205
90,7200,7217,7243
100,7250,7263,7280
110,7287,7308,7348
120,7324,7344,7382
130,7376,7392,7410
140,7300,7427,7454
150,7466,7482,7497
160,7349,7498,7548
170,7293,7466,7608
180,7208,7408,7562
190,7124,7290,7465
200,7053,7268,7463
210,7107,7269,7468
220,7091,7238,7395
230,7050,7228,7396
240,6984,7193,7352
250,7048,7165,7361
260,6977,7152,7304
270,7018,7165,7319
280,6975,7109,7225
290,6942,7149,7372
300,6915,7115,7275
310,6699,7102,7274
320,6937,7097,7233
330,6989,7142,7305
340,6947,7088,7241
350,6992,7106,7245
360,6949,7093,7245
370,6997,7119,7283
380,6888,7079,7303
390,6903,7078,7214
400,6964,7110,7244
410,6937,7134,7246
420,6991,7138,7295
430,6888,7073,7184
440,6972,7096,7228
450,6899,7036,7180
460,6933,7087,7214
470,6931,7062,7188
480,6911,7071,7183
490,6817,7018,7202
500,6843,7043,7185
510,6938,7052,7168
520,6925,7063,7183
530,6797,6996,7159
540,6817,6978,7109
550,6767,6962,7128
560,6734,6959,7064
570,6677,6898,7043
580,6772,6915,7066
590,6538,6812,6976
600,6408,6850,6968
610,6361,6796,6915
620,6674,6861,6976
630,6461,6807,7071
640,6465,6762,6928
650,6658,6803,6875
660,6332,6736,6879
670,6513,6784,6941
680,6659,6786,6921
690,6636,6765,6902
700,6635,6770,6873
710,6557,6711,6865
720,6307,6680,6891
730,6605,6720,6797
740,6556,6741,6928
750,6277,6681,6871
760,6512,6694,6793
770,6188,6661,6937
780,6453,6620,6769
790,6425,6618,6748
800,6248,6591,6768
810,6456,6574,6729
820,6480,6639,6771
830,6311,6580,6754
840,6463,6625,6779
850,6089,6485,6696
860,6461,6595,6777
870,6182,6563,6739
880,6212,6536,6754
890,6285,6530,6704
900,6125,6491,6682
910,6264,6552,6751
920,6287,6419,6601
930,6305,6493,6726
940,5976,6362,6709
950,6007,6376,6595
960,6048,6395,6614
970,6247,6458,6681
980,6001,6352,6658
990,6031,6378,6604
1000,6023,6348,6563
