10,9148,9190,9226
20,9106,9118,9130
30,9085,9102,9115
40,8718,8958,9138
50,8382,8482,8768
100,7719,7744,7812
150,7696,7707,7725
200,7710,7745,7770
250,7770,7785,7803
300,7650,7688,7735
350,7688,7715,7741
400,7642,7689,7712
450,7561,7606,7650
500,7604,7639,7665
550,7576,7607,7639
600,7497,7525,7548
650,6995,7021,7046
700,6969,7034,7054
750,6879,6912,6942
800,6896,6924,6956
850,6831,6905,6937
900,6751,6791,6814
950,6769,6796,6814
1000,6634,6721,6748
