1,1438,1495,1499
10,9905,10110,10134
20,9916,10117,10129
30,10120,10123,10125
40,10114,10118,10120
50,10107,10111,10114
60,10101,10107,10110
70,10095,10101,10104
80,10090,10096,10099
90,10084,10090,10094
100,10075,10084,10088
110,10073,10079,10083
120,10069,10073,10078
130,10062,10068,10072
140,10055,10062,10066
150,10038,10056,10062
160,10034,10051,10056
170,10027,10045,10052
180,10037,10043,10046
190,10032,10037,10042
200,10008,10028,10037
210,10002,10027,10033
220,9995,10019,10028
230,9947,10011,10022
240,9980,10009,10017
250,9890,9999,10013
260,9881,9989,10007
270,9962,9994,10002
280,9955,9989,9997
290,9946,9975,9992
300,9936,9973,9988
310,9932,9967,9983
320,9923,9961,9976
330,9626,9929,9973
340,9906,9949,9966
350,9895,9927,9962
360,9903,9950,9957
370,9883,9941,9954
380,9878,9916,9948
390,9867,9920,9943
400,9854,9903,9939
410,9694,9899,9933
420,9836,9896,9928
430,9831,9887,9922
440,9828,9891,9917
450,9709,9883,9910
460,9810,9888,9908
470,9448,9845,9902
480,9558,9827,9897
490,9710,9860,9892
500,9777,9865,9888
510,9476,9837,9883
520,9567,9824,9876
530,9562,9823,9873
540,9516,9803,9869
550,9645,9811,9862
560,9525,9803,9859
570,9661,9795,9854
580,9412,9790,9845
590,9701,9793,9844
600,9698,9803,9840
610,9315,9756,9827
620,9677,9790,9829
630,9496,9730,9817
640,9651,9748,9805
650,9644,9746,9795
660,9613,9761,9790
670,9656,9750,9791
680,9609,9708,9777
690,9601,9729,9774
700,9550,9688,9761
710,9619,9709,9753
720,9498,9681,9746
730,9565,9706,9742
740,9554,9693,9734
750,9511,9689,9731
760,9253,9619,9723
770,9491,9660,9713
780,9444,9653,9712
790,9530,9663,9706
800,9516,9662,9707
810,9561,9674,9705
820,8988,9614,9694
830,9503,9644,9693
840,9471,9659,9697
850,9511,9641,9695
860,9272,9629,9688
870,9428,9629,9684
880,9359,9615,9681
890,9148,9596,9679
900,9212,9593,9681
910,9520,9622,9670
920,9493,9638,9671
930,9515,9629,9673
940,9296,9595,9667
950,9478,9573,9655
960,9479,9590,9656
970,9529,9634,9659
980,9475,9589,9658
990,9471,9589,9648
1000,9456,9605,9645
