0,10,1587,2701
10,6719,7266,7449
20,6882,7275,7377
30,7188,7297,7350
40,7060,7156,7279
50,6516,7027,7121
60,6996,7046,7107
70,6905,7012,7068
80,6924,7007,7059
90,6917,6972,7026
100,6897,6961,7029
110,6376,6887,6994
120,6811,6873,6916
130,6835,6876,6929
140,6512,6821,6891
150,6779,6844,6893
160,6780,6820,6892
170,6736,6810,6874
180,6722,6782,6846
190,6717,6783,6839
200,6702,6757,6804
210,6708,6756,6813
220,6673,6726,6756
230,6492,6709,6771
240,6651,6705,6755
250,6389,6669,6742
260,6632,6676,6725
270,6645,6697,6747
280,6232,6660,6778
290,6636,6693,7074
300,6607,6774,7064
310,6324,6739,7100
320,6631,6844,7095
330,6616,6919,7049
340,6489,6929,7025
350,6955,7018,7061
360,6953,6990,7013
370,6573,6940,7002
380,6592,6919,6991
390,6909,6943,6977
400,6429,6881,6951
410,6903,6919,6960
420,5584,6835,6929
430,6331,6768,6947
440,6805,6841,6876
450,6820,6855,6898
460,6399,6811,6881
470,6794,6822,6857
480,6723,6767,6795
490,6281,6700,6857
500,6768,6794,6828
510,6735,6778,6814
520,6628,6720,6753
530,6732,6763,6805
540,5561,6647,6827
550,6370,6732,6793
560,6661,6683,6709
570,5470,6635,6719
580,6660,6689,6707
590,6653,6705,6753
600,6570,6664,6696
610,6665,6692,6713
620,6657,6682,6703
630,6545,6659,6717
640,6609,6636,6673
650,6607,6644,6675
660,6560,6636,6698
670,6584,6641,6667
680,6593,6630,6670
690,6549,6611,6655
700,6594,6624,6653
710,6578,6607,6629
720,6536,6586,6632
730,6531,6566,6603
740,6517,6577,6608
750,6510,6553,6582
760,6523,6557,6596
770,6446,6534,6586
780,6489,6526,6553
790,6493,6524,6552
800,6395,6494,6536
810,6451,6484,6506
820,6466,6503,6538
830,6419,6511,6558
840,6476,6511,6543
850,6404,6452,6481
860,6323,6415,6466
870,6382,6427,6468
880,6367,6407,6457
890,6265,6366,6421
900,6392,6436,6459
910,6213,6309,6378
920,6274,6417,6461
930,6333,6390,6448
940,6263,6374,6411
950,6262,6347,6423
960,6275,6356,6412
970,6269,6312,6366
980,6197,6256,6298
990,6259,6295,6347
1000,6143,6243,6289
