1,146,1408,1998
10,9699,9889,10241
20,9731,9886,10169
30,8853,9162,9257
40,8759,8819,8895
50,8490,8536,8580
60,8233,8315,8405
70,8137,8284,8429
80,8007,8105,8311
90,7852,7986,8213
100,7672,7954,8190
110,7856,7972,8156
120,7803,7931,8114
130,7838,7979,8159
140,7806,7955,8113
150,7790,7913,8098
160,7805,7974,8125
170,7829,7983,8156
180,7828,7958,8089
190,7834,7966,8157
200,7897,7977,8129
210,7867,7961,8094
220,7816,7925,8079
230,7890,7946,8042
240,7862,7965,8112
250,7819,7912,8044
260,7868,7928,8056
270,7851,7943,8079
280,7740,7965,8095
290,7841,7923,8066
300,7826,7912,8048
310,7859,7935,8022
320,7805,7913,8113
330,7812,7947,8112
340,7843,7956,8123
350,7790,7889,7984
360,7826,7934,8096
370,7820,7928,8091
380,7828,7889,8021
390,7773,7941,8053
400,7789,7883,7978
410,7806,7985,8047
420,7736,7867,7949
430,7833,7940,8052
440,7749,7845,7996
450,7772,7894,8034
460,7811,7915,8031
470,7770,7838,7936
480,7958,7982,8005
490,7734,7902,8037
500,7732,7838,7945
510,7733,7855,7955
520,7644,7852,7979
530,7663,7772,7871
540,7673,7782,7902
550,7679,7830,7931
560,7664,7731,7775
570,7595,7719,7816
580,7643,7805,7883
590,7543,7639,7836
600,7457,7597,7690
610,7507,7617,7792
620,7464,7680,7767
630,7289,7442,7541
640,7217,7428,7610
650,7366,7560,7661
660,7259,7574,7668
670,7195,7417,7688
680,7224,7325,7436
690,7119,7384,7497
700,7225,7265,7312
710,7219,7492,7624
720,7144,7328,7603
730,7166,7345,7575
740,7119,7213,7348
750,7153,7291,7345
760,7144,7288,7463
770,7158,7367,7542
780,7142,7361,7520
790,7129,7204,7252
800,7125,7281,7481
810,7069,7206,7437
820,6995,7178,7451
830,6998,7196,7357
840,7086,7300,7443
850,7026,7191,7434
860,7040,7202,7426
870,6970,7126,7217
880,7072,7200,7435
890,6918,7160,7386
900,7015,7132,7361
910,6887,7125,7371
920,6928,7103,7315
930,6973,7150,7354
940,6935,7134,7406
950,6873,7082,7377
960,6883,7084,7348
970,6947,7066,7366
980,6856,7109,7297
990,6730,6941,7265
1000,6845,7099,7355
